trading_date,spread_name,price
2020/3/11,Spread_Port_01,-53
2020/3/11,Spread_Port_02,-154.4
2020/3/11,Spread_Port_03,-274
2020/3/11,Spread_Port_04,-101.4
2020/3/11,Spread_Port_05,-221
2020/3/11,Spread_Port_06,-119.6
2020/3/12,Spread_Port_01,-52.4
2020/3/12,Spread_Port_02,-157.6
2020/3/12,Spread_Port_03,-282
2020/3/12,Spread_Port_04,-105.2
2020/3/12,Spread_Port_05,-229.6
2020/3/12,Spread_Port_06,-124.4
2020/3/13,Spread_Port_01,-57
2020/3/13,Spread_Port_02,-145
2020/3/13,Spread_Port_03,-257
2020/3/13,Spread_Port_04,-88
2020/3/13,Spread_Port_05,-200
2020/3/13,Spread_Port_06,-112
2020/3/16,Spread_Port_01,-65.8
2020/3/16,Spread_Port_02,-152.6
2020/3/16,Spread_Port_03,-272.6
2020/3/16,Spread_Port_04,-86.8
2020/3/16,Spread_Port_05,-206.8
2020/3/16,Spread_Port_06,-120
2020/3/17,Spread_Port_01,-57.2
2020/3/17,Spread_Port_02,-167.4
2020/3/17,Spread_Port_03,-275.6
2020/3/17,Spread_Port_04,-110.2
2020/3/17,Spread_Port_05,-218.4
2020/3/17,Spread_Port_06,-108.2
2020/3/18,Spread_Port_01,-84.8
2020/3/18,Spread_Port_02,-204.6
2020/3/18,Spread_Port_03,-319.8
2020/3/18,Spread_Port_04,-119.8
2020/3/18,Spread_Port_05,-235
2020/3/18,Spread_Port_06,-115.2
2020/3/19,Spread_Port_01,-47.8
2020/3/19,Spread_Port_02,-180.6
2020/3/19,Spread_Port_03,-305.8
2020/3/19,Spread_Port_04,-132.8
2020/3/19,Spread_Port_05,-258
2020/3/19,Spread_Port_06,-125.2
2020/3/20,Spread_Port_01,-52.4809
2020/3/20,Spread_Port_02,-182.2809
2020/3/20,Spread_Port_03,-314.2809
2020/3/20,Spread_Port_04,-129.8
2020/3/20,Spread_Port_05,-261.8
2020/3/20,Spread_Port_06,-132
2020/3/23,Spread_Port_01,-53.4
2020/3/23,Spread_Port_02,-125.2
2020/3/23,Spread_Port_03,-248.2
2020/3/23,Spread_Port_04,-71.8
2020/3/23,Spread_Port_05,-194.8
2020/3/23,Spread_Port_06,-123
2020/3/24,Spread_Port_01,-47.8
2020/3/24,Spread_Port_02,-119
2020/3/24,Spread_Port_03,-246.4
2020/3/24,Spread_Port_04,-71.2
2020/3/24,Spread_Port_05,-198.6
2020/3/24,Spread_Port_06,-127.4
2020/3/25,Spread_Port_01,-50.6
2020/3/25,Spread_Port_02,-118.6
2020/3/25,Spread_Port_03,-243.8
2020/3/25,Spread_Port_04,-68
2020/3/25,Spread_Port_05,-193.2
2020/3/25,Spread_Port_06,-125.2
2020/3/26,Spread_Port_01,-57.6
2020/3/26,Spread_Port_02,-127.8
2020/3/26,Spread_Port_03,-257.6
2020/3/26,Spread_Port_04,-70.2
2020/3/26,Spread_Port_05,-200
2020/3/26,Spread_Port_06,-129.8
2020/3/27,Spread_Port_01,-51.6
2020/3/27,Spread_Port_02,-118.6
2020/3/27,Spread_Port_03,-243.2
2020/3/27,Spread_Port_04,-67
2020/3/27,Spread_Port_05,-191.6
2020/3/27,Spread_Port_06,-124.6
2020/3/30,Spread_Port_01,-53.2
2020/3/30,Spread_Port_02,-117.2
2020/3/30,Spread_Port_03,-241.4
2020/3/30,Spread_Port_04,-64
2020/3/30,Spread_Port_05,-188.2
2020/3/30,Spread_Port_06,-124.2
2020/3/31,Spread_Port_01,-46.6
2020/3/31,Spread_Port_02,-113.8
2020/3/31,Spread_Port_03,-238.2
2020/3/31,Spread_Port_04,-67.2
2020/3/31,Spread_Port_05,-191.6
2020/3/31,Spread_Port_06,-124.4
2020/4/1,Spread_Port_01,-47.8
2020/4/1,Spread_Port_02,-113.4
2020/4/1,Spread_Port_03,-228.4
2020/4/1,Spread_Port_04,-65.6
2020/4/1,Spread_Port_05,-180.6
2020/4/1,Spread_Port_06,-115
2020/4/2,Spread_Port_01,-49.2
2020/4/2,Spread_Port_02,-119.4
2020/4/2,Spread_Port_03,-240.4
2020/4/2,Spread_Port_04,-70.2
2020/4/2,Spread_Port_05,-191.2
2020/4/2,Spread_Port_06,-121
2020/4/3,Spread_Port_01,-49.6
2020/4/3,Spread_Port_02,-116.4
2020/4/3,Spread_Port_03,-241.2
2020/4/3,Spread_Port_04,-66.8
2020/4/3,Spread_Port_05,-191.6
2020/4/3,Spread_Port_06,-124.8
2020/4/7,Spread_Port_01,-47.8
2020/4/7,Spread_Port_02,-115.8
2020/4/7,Spread_Port_03,-243
2020/4/7,Spread_Port_04,-68
2020/4/7,Spread_Port_05,-195.2
2020/4/7,Spread_Port_06,-127.2
2020/4/8,Spread_Port_01,-52.8
2020/4/8,Spread_Port_02,-121
2020/4/8,Spread_Port_03,-250.6
2020/4/8,Spread_Port_04,-68.2
2020/4/8,Spread_Port_05,-197.8
2020/4/8,Spread_Port_06,-129.6
2020/4/9,Spread_Port_01,-57
2020/4/9,Spread_Port_02,-126.2
2020/4/9,Spread_Port_03,-259.2
2020/4/9,Spread_Port_04,-69.2
2020/4/9,Spread_Port_05,-202.2
2020/4/9,Spread_Port_06,-133
2020/4/10,Spread_Port_01,-57
2020/4/10,Spread_Port_02,-122.6
2020/4/10,Spread_Port_03,-257.8
2020/4/10,Spread_Port_04,-65.6
2020/4/10,Spread_Port_05,-200.8
2020/4/10,Spread_Port_06,-135.2
2020/4/13,Spread_Port_01,-57.8
2020/4/13,Spread_Port_02,-121
2020/4/13,Spread_Port_03,-253.2
2020/4/13,Spread_Port_04,-63.2
2020/4/13,Spread_Port_05,-195.4
2020/4/13,Spread_Port_06,-132.2
2020/4/14,Spread_Port_01,-61.4
2020/4/14,Spread_Port_02,-127.2
2020/4/14,Spread_Port_03,-260
2020/4/14,Spread_Port_04,-65.8
2020/4/14,Spread_Port_05,-198.6
2020/4/14,Spread_Port_06,-132.8
2020/4/15,Spread_Port_01,-62.2
2020/4/15,Spread_Port_02,-134.8
2020/4/15,Spread_Port_03,-271.2
2020/4/15,Spread_Port_04,-72.6
2020/4/15,Spread_Port_05,-209
2020/4/15,Spread_Port_06,-136.4
2020/4/16,Spread_Port_01,-61.4
2020/4/16,Spread_Port_02,-137.2
2020/4/16,Spread_Port_03,-285.2
2020/4/16,Spread_Port_04,-75.8
2020/4/16,Spread_Port_05,-223.8
2020/4/16,Spread_Port_06,-148
2020/4/17,Spread_Port_01,-66.6547
2020/4/17,Spread_Port_02,-141.8547
2020/4/17,Spread_Port_03,-287.4547
2020/4/17,Spread_Port_04,-75.2
2020/4/17,Spread_Port_05,-220.8
2020/4/17,Spread_Port_06,-145.6
2020/4/20,Spread_Port_01,-73.8
2020/4/20,Spread_Port_02,-225
2020/4/20,Spread_Port_03,-325
2020/4/20,Spread_Port_04,-151.2
2020/4/20,Spread_Port_05,-251.2
2020/4/20,Spread_Port_06,-100
2020/4/21,Spread_Port_01,-81.8
2020/4/21,Spread_Port_02,-249.6
2020/4/21,Spread_Port_03,-353.6
2020/4/21,Spread_Port_04,-167.8
2020/4/21,Spread_Port_05,-271.8
2020/4/21,Spread_Port_06,-104
2020/4/22,Spread_Port_01,-79.8
2020/4/22,Spread_Port_02,-269
2020/4/22,Spread_Port_03,-386
2020/4/22,Spread_Port_04,-189.2
2020/4/22,Spread_Port_05,-306.2
2020/4/22,Spread_Port_06,-117
2020/4/23,Spread_Port_01,-78.2
2020/4/23,Spread_Port_02,-265.4
2020/4/23,Spread_Port_03,-386.2
2020/4/23,Spread_Port_04,-187.2
2020/4/23,Spread_Port_05,-308
2020/4/23,Spread_Port_06,-120.8
2020/4/24,Spread_Port_01,-71.6
2020/4/24,Spread_Port_02,-247
2020/4/24,Spread_Port_03,-362.2
2020/4/24,Spread_Port_04,-175.4
2020/4/24,Spread_Port_05,-290.6
2020/4/24,Spread_Port_06,-115.2
2020/4/27,Spread_Port_01,-68
2020/4/27,Spread_Port_02,-233.6
2020/4/27,Spread_Port_03,-353.6
2020/4/27,Spread_Port_04,-165.6
2020/4/27,Spread_Port_05,-285.6
2020/4/27,Spread_Port_06,-120
2020/4/28,Spread_Port_01,-69
2020/4/28,Spread_Port_02,-231
2020/4/28,Spread_Port_03,-348.2
2020/4/28,Spread_Port_04,-162
2020/4/28,Spread_Port_05,-279.2
2020/4/28,Spread_Port_06,-117.2
2020/4/29,Spread_Port_01,-69.2
2020/4/29,Spread_Port_02,-235.2
2020/4/29,Spread_Port_03,-349
2020/4/29,Spread_Port_04,-166
2020/4/29,Spread_Port_05,-279.8
2020/4/29,Spread_Port_06,-113.8
2020/4/30,Spread_Port_01,-63.2
2020/4/30,Spread_Port_02,-224.8
2020/4/30,Spread_Port_03,-336
2020/4/30,Spread_Port_04,-161.6
2020/4/30,Spread_Port_05,-272.8
2020/4/30,Spread_Port_06,-111.2
2020/5/6,Spread_Port_01,-71.6
2020/5/6,Spread_Port_02,-233.4
2020/5/6,Spread_Port_03,-352.4
2020/5/6,Spread_Port_04,-161.8
2020/5/6,Spread_Port_05,-280.8
2020/5/6,Spread_Port_06,-119
2020/5/7,Spread_Port_01,-76
2020/5/7,Spread_Port_02,-239.6
2020/5/7,Spread_Port_03,-356.6
2020/5/7,Spread_Port_04,-163.6
2020/5/7,Spread_Port_05,-280.6
2020/5/7,Spread_Port_06,-117
2020/5/8,Spread_Port_01,-77.2
2020/5/8,Spread_Port_02,-245.4
2020/5/8,Spread_Port_03,-360
2020/5/8,Spread_Port_04,-168.2
2020/5/8,Spread_Port_05,-282.8
2020/5/8,Spread_Port_06,-114.6
2020/5/11,Spread_Port_01,-83
2020/5/11,Spread_Port_02,-251.8
2020/5/11,Spread_Port_03,-366
2020/5/11,Spread_Port_04,-168.8
2020/5/11,Spread_Port_05,-283
2020/5/11,Spread_Port_06,-114.2
2020/5/12,Spread_Port_01,-85.2
2020/5/12,Spread_Port_02,-263.4
2020/5/12,Spread_Port_03,-379.2
2020/5/12,Spread_Port_04,-178.2
2020/5/12,Spread_Port_05,-294
2020/5/12,Spread_Port_06,-115.8
2020/5/13,Spread_Port_01,-88
2020/5/13,Spread_Port_02,-278
2020/5/13,Spread_Port_03,-401.6
2020/5/13,Spread_Port_04,-190
2020/5/13,Spread_Port_05,-313.6
2020/5/13,Spread_Port_06,-123.6
2020/5/14,Spread_Port_01,-81.8
2020/5/14,Spread_Port_02,-277
2020/5/14,Spread_Port_03,-403.4
2020/5/14,Spread_Port_04,-195.2
2020/5/14,Spread_Port_05,-321.6
2020/5/14,Spread_Port_06,-126.4
2020/5/15,Spread_Port_01,-103.3336
2020/5/15,Spread_Port_02,-298.1336
2020/5/15,Spread_Port_03,-426.7336
2020/5/15,Spread_Port_04,-194.8
2020/5/15,Spread_Port_05,-323.4
2020/5/15,Spread_Port_06,-128.6
2020/5/18,Spread_Port_01,-68.6
2020/5/18,Spread_Port_02,-187.6
2020/5/18,Spread_Port_03,-317.4
2020/5/18,Spread_Port_04,-119
2020/5/18,Spread_Port_05,-248.8
2020/5/18,Spread_Port_06,-129.8
2020/5/19,Spread_Port_01,-71.4
2020/5/19,Spread_Port_02,-194
2020/5/19,Spread_Port_03,-329.4
2020/5/19,Spread_Port_04,-122.6
2020/5/19,Spread_Port_05,-258
2020/5/19,Spread_Port_06,-135.4
2020/5/20,Spread_Port_01,-68.2
2020/5/20,Spread_Port_02,-191.8
2020/5/20,Spread_Port_03,-326.2
2020/5/20,Spread_Port_04,-123.6
2020/5/20,Spread_Port_05,-258
2020/5/20,Spread_Port_06,-134.4
2020/5/21,Spread_Port_01,-67
2020/5/21,Spread_Port_02,-189.4
2020/5/21,Spread_Port_03,-320.4
2020/5/21,Spread_Port_04,-122.4
2020/5/21,Spread_Port_05,-253.4
2020/5/21,Spread_Port_06,-131
2020/5/22,Spread_Port_01,-63.6
2020/5/22,Spread_Port_02,-185.8
2020/5/22,Spread_Port_03,-314.2
2020/5/22,Spread_Port_04,-122.2
2020/5/22,Spread_Port_05,-250.6
2020/5/22,Spread_Port_06,-128.4
2020/5/25,Spread_Port_01,-62.4
2020/5/25,Spread_Port_02,-178.2
2020/5/25,Spread_Port_03,-309.6
2020/5/25,Spread_Port_04,-115.8
2020/5/25,Spread_Port_05,-247.2
2020/5/25,Spread_Port_06,-131.4
2020/5/26,Spread_Port_01,-63.6
2020/5/26,Spread_Port_02,-182.8
2020/5/26,Spread_Port_03,-315
2020/5/26,Spread_Port_04,-119.2
2020/5/26,Spread_Port_05,-251.4
2020/5/26,Spread_Port_06,-132.2
2020/5/27,Spread_Port_01,-63.4
2020/5/27,Spread_Port_02,-179.8
2020/5/27,Spread_Port_03,-315.2
2020/5/27,Spread_Port_04,-116.4
2020/5/27,Spread_Port_05,-251.8
2020/5/27,Spread_Port_06,-135.4
2020/5/28,Spread_Port_01,-63.8
2020/5/28,Spread_Port_02,-180.8
2020/5/28,Spread_Port_03,-315
2020/5/28,Spread_Port_04,-117
2020/5/28,Spread_Port_05,-251.2
2020/5/28,Spread_Port_06,-134.2
2020/5/29,Spread_Port_01,-66
2020/5/29,Spread_Port_02,-185
2020/5/29,Spread_Port_03,-315.8
2020/5/29,Spread_Port_04,-119
2020/5/29,Spread_Port_05,-249.8
2020/5/29,Spread_Port_06,-130.8
2020/6/1,Spread_Port_01,-65.2
2020/6/1,Spread_Port_02,-186.2
2020/6/1,Spread_Port_03,-320.8
2020/6/1,Spread_Port_04,-121
2020/6/1,Spread_Port_05,-255.6
2020/6/1,Spread_Port_06,-134.6
2020/6/2,Spread_Port_01,-67.8
2020/6/2,Spread_Port_02,-186.8
2020/6/2,Spread_Port_03,-325.6
2020/6/2,Spread_Port_04,-119
2020/6/2,Spread_Port_05,-257.8
2020/6/2,Spread_Port_06,-138.8
2020/6/3,Spread_Port_01,-70.8
2020/6/3,Spread_Port_02,-192
2020/6/3,Spread_Port_03,-328.2
2020/6/3,Spread_Port_04,-121.2
2020/6/3,Spread_Port_05,-257.4
2020/6/3,Spread_Port_06,-136.2
2020/6/4,Spread_Port_01,-70.4
2020/6/4,Spread_Port_02,-197.4
2020/6/4,Spread_Port_03,-337.6
2020/6/4,Spread_Port_04,-127
2020/6/4,Spread_Port_05,-267.2
2020/6/4,Spread_Port_06,-140.2
2020/6/5,Spread_Port_01,-80.4
2020/6/5,Spread_Port_02,-210.2
2020/6/5,Spread_Port_03,-355
2020/6/5,Spread_Port_04,-129.8
2020/6/5,Spread_Port_05,-274.6
2020/6/5,Spread_Port_06,-144.8
2020/6/8,Spread_Port_01,-79.8
2020/6/8,Spread_Port_02,-210.8
2020/6/8,Spread_Port_03,-357.2
2020/6/8,Spread_Port_04,-131
2020/6/8,Spread_Port_05,-277.4
2020/6/8,Spread_Port_06,-146.4
2020/6/9,Spread_Port_01,-85.2
2020/6/9,Spread_Port_02,-224
2020/6/9,Spread_Port_03,-382.4
2020/6/9,Spread_Port_04,-138.8
2020/6/9,Spread_Port_05,-297.2
2020/6/9,Spread_Port_06,-158.4
2020/6/10,Spread_Port_01,-88.2
2020/6/10,Spread_Port_02,-239
2020/6/10,Spread_Port_03,-400.8
2020/6/10,Spread_Port_04,-150.8
2020/6/10,Spread_Port_05,-312.6
2020/6/10,Spread_Port_06,-161.8
2020/6/11,Spread_Port_01,-86.6
2020/6/11,Spread_Port_02,-238.6
2020/6/11,Spread_Port_03,-405.6
2020/6/11,Spread_Port_04,-152
2020/6/11,Spread_Port_05,-319
2020/6/11,Spread_Port_06,-167
2020/6/12,Spread_Port_01,-79
2020/6/12,Spread_Port_02,-218.4
2020/6/12,Spread_Port_03,-392.4
2020/6/12,Spread_Port_04,-139.4
2020/6/12,Spread_Port_05,-313.4
2020/6/12,Spread_Port_06,-174
2020/6/15,Spread_Port_01,-88.8
2020/6/15,Spread_Port_02,-236.2
2020/6/15,Spread_Port_03,-413.4
2020/6/15,Spread_Port_04,-147.4
2020/6/15,Spread_Port_05,-324.6
2020/6/15,Spread_Port_06,-177.2
2020/6/16,Spread_Port_01,-81.4
2020/6/16,Spread_Port_02,-238.6
2020/6/16,Spread_Port_03,-420.8
2020/6/16,Spread_Port_04,-157.2
2020/6/16,Spread_Port_05,-339.4
2020/6/16,Spread_Port_06,-182.2
2020/6/17,Spread_Port_01,-87.4
2020/6/17,Spread_Port_02,-250
2020/6/17,Spread_Port_03,-444
2020/6/17,Spread_Port_04,-162.6
2020/6/17,Spread_Port_05,-356.6
2020/6/17,Spread_Port_06,-194
2020/6/18,Spread_Port_01,-83.6
2020/6/18,Spread_Port_02,-251.2
2020/6/18,Spread_Port_03,-448.4
2020/6/18,Spread_Port_04,-167.6
2020/6/18,Spread_Port_05,-364.8
2020/6/18,Spread_Port_06,-197.2
2020/6/19,Spread_Port_01,-73.3482
2020/6/19,Spread_Port_02,-207.3482
2020/6/19,Spread_Port_03,-387.3482
2020/6/19,Spread_Port_04,-134
2020/6/19,Spread_Port_05,-314
2020/6/19,Spread_Port_06,-180
2020/6/22,Spread_Port_01,-60.8
2020/6/22,Spread_Port_02,-119.4
2020/6/22,Spread_Port_03,-287.2
2020/6/22,Spread_Port_04,-58.6
2020/6/22,Spread_Port_05,-226.4
2020/6/22,Spread_Port_06,-167.8
2020/6/23,Spread_Port_01,-68.4
2020/6/23,Spread_Port_02,-134.6
2020/6/23,Spread_Port_03,-298.4
2020/6/23,Spread_Port_04,-66.2
2020/6/23,Spread_Port_05,-230
2020/6/23,Spread_Port_06,-163.8
2020/6/24,Spread_Port_01,-66.4
2020/6/24,Spread_Port_02,-130.8
2020/6/24,Spread_Port_03,-294.4
2020/6/24,Spread_Port_04,-64.4
2020/6/24,Spread_Port_05,-228
2020/6/24,Spread_Port_06,-163.6
2020/6/29,Spread_Port_01,-69.4
2020/6/29,Spread_Port_02,-137.8
2020/6/29,Spread_Port_03,-303.4
2020/6/29,Spread_Port_04,-68.4
2020/6/29,Spread_Port_05,-234
2020/6/29,Spread_Port_06,-165.6
2020/6/30,Spread_Port_01,-68.4
2020/6/30,Spread_Port_02,-133.6
2020/6/30,Spread_Port_03,-298.8
2020/6/30,Spread_Port_04,-65.2
2020/6/30,Spread_Port_05,-230.4
2020/6/30,Spread_Port_06,-165.2
2020/7/1,Spread_Port_01,-75.6
2020/7/1,Spread_Port_02,-138.8
2020/7/1,Spread_Port_03,-305.4
2020/7/1,Spread_Port_04,-63.2
2020/7/1,Spread_Port_05,-229.8
2020/7/1,Spread_Port_06,-166.6
2020/7/2,Spread_Port_01,-55.2
2020/7/2,Spread_Port_02,-109.2
2020/7/2,Spread_Port_03,-261.2
2020/7/2,Spread_Port_04,-54
2020/7/2,Spread_Port_05,-206
2020/7/2,Spread_Port_06,-152
2020/7/3,Spread_Port_01,-39.8
2020/7/3,Spread_Port_02,-92.2
2020/7/3,Spread_Port_03,-234.6
2020/7/3,Spread_Port_04,-52.4
2020/7/3,Spread_Port_05,-194.8
2020/7/3,Spread_Port_06,-142.4
2020/7/6,Spread_Port_01,-17
2020/7/6,Spread_Port_02,-37.2
2020/7/6,Spread_Port_03,-140
2020/7/6,Spread_Port_04,-20.2
2020/7/6,Spread_Port_05,-123
2020/7/6,Spread_Port_06,-102.8
2020/7/7,Spread_Port_01,-14
2020/7/7,Spread_Port_02,-37.8
2020/7/7,Spread_Port_03,-145
2020/7/7,Spread_Port_04,-23.8
2020/7/7,Spread_Port_05,-131
2020/7/7,Spread_Port_06,-107.2
2020/7/8,Spread_Port_01,-34
2020/7/8,Spread_Port_02,-69
2020/7/8,Spread_Port_03,-167.2
2020/7/8,Spread_Port_04,-35
2020/7/8,Spread_Port_05,-133.2
2020/7/8,Spread_Port_06,-98.2
2020/7/9,Spread_Port_01,-24.6
2020/7/9,Spread_Port_02,-64.6
2020/7/9,Spread_Port_03,-166.2
2020/7/9,Spread_Port_04,-40
2020/7/9,Spread_Port_05,-141.6
2020/7/9,Spread_Port_06,-101.6
2020/7/10,Spread_Port_01,-30.4
2020/7/10,Spread_Port_02,-69.6
2020/7/10,Spread_Port_03,-185.6
2020/7/10,Spread_Port_04,-39.2
2020/7/10,Spread_Port_05,-155.2
2020/7/10,Spread_Port_06,-116
2020/7/13,Spread_Port_01,-37.4
2020/7/13,Spread_Port_02,-98.8
2020/7/13,Spread_Port_03,-216.8
2020/7/13,Spread_Port_04,-61.4
2020/7/13,Spread_Port_05,-179.4
2020/7/13,Spread_Port_06,-118
2020/7/14,Spread_Port_01,-50.2
2020/7/14,Spread_Port_02,-109.8
2020/7/14,Spread_Port_03,-261
2020/7/14,Spread_Port_04,-59.6
2020/7/14,Spread_Port_05,-210.8
2020/7/14,Spread_Port_06,-151.2
2020/7/15,Spread_Port_01,-45
2020/7/15,Spread_Port_02,-84.6
2020/7/15,Spread_Port_03,-240.8
2020/7/15,Spread_Port_04,-39.6
2020/7/15,Spread_Port_05,-195.8
2020/7/15,Spread_Port_06,-156.2
2020/7/16,Spread_Port_01,-43.4
2020/7/16,Spread_Port_02,-91.4
2020/7/16,Spread_Port_03,-249.2
2020/7/16,Spread_Port_04,-48
2020/7/16,Spread_Port_05,-205.8
2020/7/16,Spread_Port_06,-157.8
2020/7/17,Spread_Port_01,-43.5912
2020/7/17,Spread_Port_02,-94.3912
2020/7/17,Spread_Port_03,-251.3912
2020/7/17,Spread_Port_04,-50.8
2020/7/17,Spread_Port_05,-207.8
2020/7/17,Spread_Port_06,-157
2020/7/20,Spread_Port_01,-59.4
2020/7/20,Spread_Port_02,-223.8
2020/7/20,Spread_Port_03,-341
2020/7/20,Spread_Port_04,-164.4
2020/7/20,Spread_Port_05,-281.6
2020/7/20,Spread_Port_06,-117.2
2020/7/21,Spread_Port_01,-67.6
2020/7/21,Spread_Port_02,-244.8
2020/7/21,Spread_Port_03,-380.8
2020/7/21,Spread_Port_04,-177.2
2020/7/21,Spread_Port_05,-313.2
2020/7/21,Spread_Port_06,-136
2020/7/22,Spread_Port_01,-70.2
2020/7/22,Spread_Port_02,-239.6
2020/7/22,Spread_Port_03,-380
2020/7/22,Spread_Port_04,-169.4
2020/7/22,Spread_Port_05,-309.8
2020/7/22,Spread_Port_06,-140.4
2020/7/23,Spread_Port_01,-63
2020/7/23,Spread_Port_02,-228.4
2020/7/23,Spread_Port_03,-371.6
2020/7/23,Spread_Port_04,-165.4
2020/7/23,Spread_Port_05,-308.6
2020/7/23,Spread_Port_06,-143.2
2020/7/24,Spread_Port_01,-68.8
2020/7/24,Spread_Port_02,-238
2020/7/24,Spread_Port_03,-369.2
2020/7/24,Spread_Port_04,-169.2
2020/7/24,Spread_Port_05,-300.4
2020/7/24,Spread_Port_06,-131.2
2020/7/27,Spread_Port_01,-67.4
2020/7/27,Spread_Port_02,-237.8
2020/7/27,Spread_Port_03,-382.6
2020/7/27,Spread_Port_04,-170.4
2020/7/27,Spread_Port_05,-315.2
2020/7/27,Spread_Port_06,-144.8
2020/7/28,Spread_Port_01,-66
2020/7/28,Spread_Port_02,-246
2020/7/28,Spread_Port_03,-395.6
2020/7/28,Spread_Port_04,-180
2020/7/28,Spread_Port_05,-329.6
2020/7/28,Spread_Port_06,-149.6
2020/7/29,Spread_Port_01,-62.8
2020/7/29,Spread_Port_02,-247
2020/7/29,Spread_Port_03,-393.6
2020/7/29,Spread_Port_04,-184.2
2020/7/29,Spread_Port_05,-330.8
2020/7/29,Spread_Port_06,-146.6
2020/7/30,Spread_Port_01,-62.2
2020/7/30,Spread_Port_02,-247.2
2020/7/30,Spread_Port_03,-400.8
2020/7/30,Spread_Port_04,-185
2020/7/30,Spread_Port_05,-338.6
2020/7/30,Spread_Port_06,-153.6
2020/7/31,Spread_Port_01,-58
2020/7/31,Spread_Port_02,-241.8
2020/7/31,Spread_Port_03,-390
2020/7/31,Spread_Port_04,-183.8
2020/7/31,Spread_Port_05,-332
2020/7/31,Spread_Port_06,-148.2
2020/8/3,Spread_Port_01,-60.4
2020/8/3,Spread_Port_02,-249.4
2020/8/3,Spread_Port_03,-403.8
2020/8/3,Spread_Port_04,-189
2020/8/3,Spread_Port_05,-343.4
2020/8/3,Spread_Port_06,-154.4
2020/8/4,Spread_Port_01,-62.6
2020/8/4,Spread_Port_02,-249.4
2020/8/4,Spread_Port_03,-415.4
2020/8/4,Spread_Port_04,-186.8
2020/8/4,Spread_Port_05,-352.8
2020/8/4,Spread_Port_06,-166
2020/8/5,Spread_Port_01,-66.4
2020/8/5,Spread_Port_02,-263
2020/8/5,Spread_Port_03,-437
2020/8/5,Spread_Port_04,-196.6
2020/8/5,Spread_Port_05,-370.6
2020/8/5,Spread_Port_06,-174
2020/8/6,Spread_Port_01,-69.4
2020/8/6,Spread_Port_02,-269.2
2020/8/6,Spread_Port_03,-442
2020/8/6,Spread_Port_04,-199.8
2020/8/6,Spread_Port_05,-372.6
2020/8/6,Spread_Port_06,-172.8
2020/8/7,Spread_Port_01,-84.2
2020/8/7,Spread_Port_02,-274.2
2020/8/7,Spread_Port_03,-444.4
2020/8/7,Spread_Port_04,-190
2020/8/7,Spread_Port_05,-360.2
2020/8/7,Spread_Port_06,-170.2
2020/8/10,Spread_Port_01,-77.2
2020/8/10,Spread_Port_02,-273.4
2020/8/10,Spread_Port_03,-452.4
2020/8/10,Spread_Port_04,-196.2
2020/8/10,Spread_Port_05,-375.2
2020/8/10,Spread_Port_06,-179
2020/8/11,Spread_Port_01,-73.6
2020/8/11,Spread_Port_02,-266
2020/8/11,Spread_Port_03,-452.8
2020/8/11,Spread_Port_04,-192.4
2020/8/11,Spread_Port_05,-379.2
2020/8/11,Spread_Port_06,-186.8
2020/8/12,Spread_Port_01,-77.8
2020/8/12,Spread_Port_02,-273.6
2020/8/12,Spread_Port_03,-448.8
2020/8/12,Spread_Port_04,-195.8
2020/8/12,Spread_Port_05,-371
2020/8/12,Spread_Port_06,-175.2
2020/8/13,Spread_Port_01,-84.8
2020/8/13,Spread_Port_02,-286.2
2020/8/13,Spread_Port_03,-459.8
2020/8/13,Spread_Port_04,-201.4
2020/8/13,Spread_Port_05,-375
2020/8/13,Spread_Port_06,-173.6
2020/8/14,Spread_Port_01,-77.8
2020/8/14,Spread_Port_02,-290.4
2020/8/14,Spread_Port_03,-467.4
2020/8/14,Spread_Port_04,-212.6
2020/8/14,Spread_Port_05,-389.6
2020/8/14,Spread_Port_06,-177
2020/8/17,Spread_Port_01,-82.8
2020/8/17,Spread_Port_02,-274.4
2020/8/17,Spread_Port_03,-440.2
2020/8/17,Spread_Port_04,-191.6
2020/8/17,Spread_Port_05,-357.4
2020/8/17,Spread_Port_06,-165.8
2020/8/18,Spread_Port_01,-86.6
2020/8/18,Spread_Port_02,-290.8
2020/8/18,Spread_Port_03,-462.6
2020/8/18,Spread_Port_04,-204.2
2020/8/18,Spread_Port_05,-376
2020/8/18,Spread_Port_06,-171.8
2020/8/19,Spread_Port_01,-108.8
2020/8/19,Spread_Port_02,-323.6
2020/8/19,Spread_Port_03,-501.4
2020/8/19,Spread_Port_04,-214.8
2020/8/19,Spread_Port_05,-392.6
2020/8/19,Spread_Port_06,-177.8
2020/8/20,Spread_Port_01,-91.4
2020/8/20,Spread_Port_02,-310.8
2020/8/20,Spread_Port_03,-482.2
2020/8/20,Spread_Port_04,-219.4
2020/8/20,Spread_Port_05,-390.8
2020/8/20,Spread_Port_06,-171.4
2020/8/21,Spread_Port_01,-121.7444
2020/8/21,Spread_Port_02,-340.9444
2020/8/21,Spread_Port_03,-520.5444
2020/8/21,Spread_Port_04,-219.2
2020/8/21,Spread_Port_05,-398.8
2020/8/21,Spread_Port_06,-179.6
2020/8/24,Spread_Port_01,-83.2
2020/8/24,Spread_Port_02,-223.2
2020/8/24,Spread_Port_03,-415.4
2020/8/24,Spread_Port_04,-140
2020/8/24,Spread_Port_05,-332.2
2020/8/24,Spread_Port_06,-192.2
